algo_rep,milestone,mean,hw,elapsed_time
0,0,57.35000632794331,1.8201424397296566,0.8088379000000714
0,200,60.231513577093885,1.708236001165436,154.81375319999995
0,400,62.94463911290986,1.9003269777446208,192.9052961
0,600,63.31106989622463,2.0229322129957663,186.49242550000008
0,800,62.49537493605822,1.751626719068866,182.80895239999995
0,1000,62.73581027127993,1.727998886535163,183.4018435999999
0,1200,64.6618251615443,1.945751856886901,180.54606220000005
0,1400,63.522776482106444,1.8267314175206029,178.90948770000023
0,1600,62.074094448414186,2.0033116074023676,179.31157349999967
0,1800,62.136911482163626,2.1363789360665493,177.41432220000024
0,2000,63.33571559012852,1.8550862939891555,174.5858361999999
0,2200,65.54070787778844,2.176041407479783,176.1644713999999
0,2400,64.20106742301934,1.943912585747929,178.75843209999994
0,2600,62.69078913650871,2.0539915583217265,178.66900130000022
0,2800,64.14209722441731,2.3254251233626846,178.39048700000012
0,3000,64.62720932844982,2.0960085859866475,180.8223552999998
0,3200,64.41494555147976,1.890239146052791,180.08984899999996
0,3400,66.51985209486152,2.4461173175404025,181.62818240000024
0,3600,64.43704545432917,2.213435700643455,179.63764850000007
0,3800,63.44186304396352,2.2147084549175635,185.77015479999955
0,4000,63.93426617976039,2.0445720493986865,185.2072960000005
0,4200,66.62113047095082,1.9829789727185914,185.93648009999924
0,4400,66.1762282432607,2.0273503509493223,187.80528980000054
0,4600,66.50227012122896,2.026864217507092,183.22541079999974
0,4800,65.68236882375139,1.8579712289916894,188.35189460000038
0,5000,66.91087376273259,2.0334576129126343,191.3293550999997
0,5200,67.60268984985137,2.242984220930928,189.79270520000046
0,5400,65.11890011160561,2.1223624383187087,190.68345619999945
0,5600,66.31323609724511,2.263102481046955,189.20556320000014
0,5800,66.92250599394337,2.4645591460605196,187.9486705999998
0,6000,66.16547472169614,2.183875503065219,195.57977610000034
0,6200,66.49619064548702,2.248922596476884,193.75812020000012
0,6400,65.67941911768524,2.0103236287408786,196.36097040000004
0,6600,65.54973450524788,1.8889946335240906,191.5010553000002
0,6800,67.44115657889125,2.271431820862696,195.1714306999993
0,7000,67.97265368764735,2.2903895647889736,194.50506210000003
0,7200,66.8594668261884,2.1714415244561796,193.47510610000063
0,7400,65.7054501884243,1.8284646967619158,196.16234339999937
0,7600,65.13141519719441,2.0041355905496876,191.98594610000055
0,7800,65.29726306881243,2.2547323762130413,193.46537779999926
0,8000,66.56095186405591,2.125332072142716,196.4551408999996
0,8200,67.83003034801852,2.3766277446987623,198.79251040000054
0,8400,68.42102785396527,2.135756340133442,194.9381243000007
0,8600,65.16896000072474,2.12877586190741,194.9250551999994
0,8800,67.70908955911919,2.225037738747087,195.274113200001
0,9000,67.64360721779173,2.129702905587498,195.69643839999844
0,9200,67.94512376424764,1.956881929693077,197.61748950000037
0,9400,67.05835645448575,1.9807506544063986,202.16914050000014
0,9600,67.35630368781689,2.0954397324009055,195.90842590000102
0,9800,67.0084174698566,2.029662647689459,203.1854977999992
0,10000,68.92649793421387,2.314038349935088,197.08225859999948
0,10200,70.10059211975573,2.4663643643893933,195.93814089999978
0,10400,67.73970969937544,2.1426690451279247,194.8781426000005
0,10600,68.4142643604891,2.506377624156894,200.68693610000082
0,10800,67.51212108307918,2.277337065402269,198.87601480000012
0,11000,70.02134586773727,2.524358806502384,195.54341679999925
0,11200,67.21068059477226,1.9433657014313777,199.42252179999923
0,11400,70.72566713981969,2.5928553803269203,202.6382607000014
0,11600,68.46319376589494,2.272995072756621,197.08734709999953
0,11800,69.53615966708821,2.1812020559618506,195.66902610000034
0,12000,66.87680671911009,1.9701016693442346,192.7621366000003
0,12200,69.37867350114901,2.2564545356137264,195.74714829999903
0,12400,68.4592421811065,2.1764697789255134,198.01468639999985
0,12600,68.0031556781503,2.385543818541519,193.66621400000076
0,12800,67.25654600856912,1.979914733721349,194.86337699999967
0,13000,68.17629032806761,2.2376740889301634,204.7213369000001
0,13200,68.16207325121421,2.3009819932740263,198.59768540000005
0,13400,70.1321795777819,2.2323388433660383,201.36721039999975
0,13600,69.09420698228207,2.2716186729949603,203.53546190000088
0,13800,69.37033407293045,2.3292220111944713,200.95100069999899
0,14000,67.75037360252522,2.0394153265797037,205.76093500000025
0,14200,69.09798074108275,2.260567447632416,206.3014194999996
0,14400,68.80792223680575,2.1568072331419392,201.84758479999982
0,14600,68.10926097646893,2.509383366334155,207.48743079999986
0,14800,67.14248367400826,2.5944322330186904,207.37769480000134
0,15000,69.76002317828915,2.4986783803030375,205.663948899999
0,15200,70.85790832609425,2.375210213864548,204.14251929999955
0,15400,68.24965258189056,1.8424470425979704,204.36036200000126
0,15600,69.15860484583317,2.3686069203909157,206.95222829999875
0,15800,68.91709111350534,2.1974079859399165,203.08532990000094
0,16000,69.04262267651008,2.1380997467904073,200.52163529999962
0,16200,66.87037647463052,2.1181504435919476,206.9641326000019
0,16400,68.01537680019321,2.426990132946291,202.79435239999657
0,16600,67.41557227155828,2.1287273006329714,205.36008399999992
0,16800,68.1254141686868,2.2002636938276106,206.06866380000065
0,17000,69.83424199360164,2.613759302758523,206.58053190000282
0,17200,67.14275615629845,2.416208401750441,211.2338063999996
0,17400,68.01450443550965,2.013111319453175,205.41773049999756
0,17600,67.56936694821682,2.050693663027543,207.4058365000019
0,17800,67.52130409570412,2.109788786262707,204.4675086999996
0,18000,67.63842606203617,2.2985181224760622,206.00374290000036
0,18200,66.64413388928418,2.3468904714356125,204.83805550000034
0,18400,66.30923460442419,2.154461806911535,201.9004430999994
0,18600,67.60638503417356,2.090358332257968,202.42104520000066
0,18800,65.27382792875423,2.2149554622275063,200.52701510000043
0,19000,64.90736756647405,2.152914253838436,198.34474489999775
0,19200,64.66754342222444,1.7573874361477506,212.9379767999999
0,19400,65.13053676967179,2.0255588531408306,207.49543579999954
0,19600,65.46577492542643,1.496702419381073,224.70814020000034
0,19800,64.65326246014278,1.8790925948019437,214.6082752000002
0,20000,60.39268233666126,2.1282326181074125,238.0488914000016
1,0,61.34273461700057,1.7692526530232182,0.6289711999997962
1,200,60.10972337560817,2.1486056995604317,147.32073909999963
1,400,62.61855614616746,1.6046369752771952,194.6426997999988
1,600,62.75253798036662,1.6786691458951915,189.3725125000019
1,800,63.73005718275739,1.8502753518192112,187.7634822
1,1000,63.439148660838775,2.1467523052539135,180.90900639999745
1,1200,63.68986640451884,1.7035706719228767,180.98564400000032
1,1400,61.62143478464782,1.9928911788790522,182.05713870000181
1,1600,65.21125231509313,1.5282928326048197,173.92677759999788
1,1800,63.9812780679589,1.8990596751673468,178.90039140000226
1,2000,63.06960844777461,2.1439963416305723,179.01747550000073
1,2200,63.43980575476318,1.8216625444792747,176.78617079999822
1,2400,63.4770823670809,2.0229975828510267,179.38984970000092
1,2600,65.4213406819817,1.805180490395356,184.8099058000007
1,2800,64.43621369356067,2.0047953691423666,179.64881709999827
1,3000,64.4187289490121,1.7241211686006075,183.64696059999915
1,3200,65.76257655100412,1.9565639950606906,185.71134190000157
1,3400,66.07316868816697,2.322482658016528,185.92175729999872
1,3600,67.4023602008417,1.8993997168922891,187.27363379999952
1,3800,65.8517853224186,1.8722958312989448,184.03850570000213
1,4000,64.67560487660874,2.0816946980899314,183.51684549999845
1,4200,64.84167368081366,1.9786589811397628,187.5669667000002
1,4400,66.27487439848333,2.2898724791141625,186.8333687000013
1,4600,65.55284599834171,1.8545723339483167,189.59902489999877
1,4800,64.98154427209926,1.9928249787889067,190.37189280000166
1,5000,67.21550583172237,2.4157763006416593,193.65746519999811
1,5200,65.49505617425444,1.972721317575924,190.1692991000018
1,5400,68.13365023701576,2.229363334742085,192.23933580000084
1,5600,66.99767722743817,2.2828448787793296,194.0321421999979
1,5800,63.94221473355497,2.245367140414874,194.79426560000138
1,6000,68.80597204335601,2.4519709399338185,192.6632393
1,6200,67.4660341331571,2.128581693031516,193.5180881999986
1,6400,68.8666820163782,2.2221811682677957,197.05614240000068
1,6600,66.5518686024441,2.215671934541197,193.57367769999837
1,6800,66.50464654045653,2.347801919314631,195.59405450000122
1,7000,65.7088525664591,2.1242077288142434,191.99694850000014
1,7200,64.1779374558517,1.9993759363346821,190.21858019999854
1,7400,65.25666622562188,2.059867431609456,195.94434970000293
1,7600,65.5514125996672,1.999190564745559,193.3081874999989
1,7800,66.65127571289531,2.1812929975185065,196.34939600000143
1,8000,66.89505152065382,2.1856385486231447,195.718121599999
1,8200,67.97465176565994,2.1270974358084263,191.82499280000047
1,8400,65.70928912573196,2.4225633472573906,196.76900399999795
1,8600,68.63006341664244,2.1634105638575507,194.22759980000046
1,8800,66.32743996618099,2.0609900887313235,194.34367290000228
1,9000,66.44347354701861,1.9868779934964713,196.29510729999674
1,9200,66.64158197288478,1.8681960143856704,196.87227880000137
1,9400,67.99353976706209,2.219622891717315,193.92367699999886
1,9600,66.80662096367895,2.0907054693129674,195.67524989999947
1,9800,66.38467267059775,2.223666440724411,191.9526693000007
1,10000,67.23818906985109,2.1688024718413654,191.73429659999965
1,10200,68.7664962976501,2.282615122274624,196.7282178000023
1,10400,67.43609402966321,1.8584044712164265,194.92771639999773
1,10600,67.32109188417729,2.2056335543175813,194.89693869999974
1,10800,67.91774012142942,2.279554283610667,196.2380609000029
1,11000,69.14520900055645,2.2865394332065465,196.95567279999887
1,11200,69.93606553359322,2.399160500235556,198.63770270000168
1,11400,67.78828655067994,2.363027759421256,199.22051609999835
1,11600,70.07618294622837,2.075188117631542,197.61513689999992
1,11800,68.71721724605386,2.268148064069089,194.655578599999
1,12000,69.08229929288227,2.377780320266207,198.60114610000164
1,12200,67.37341904309052,2.2657905253240163,198.5885699999999
1,12400,68.51320140113032,2.3902031126876935,197.5952217999984
1,12600,67.376814285157,2.1246712985544205,201.460906100001
1,12800,68.34902829728138,2.0875324489034206,197.5422378000003
1,13000,68.75753236563973,2.4807789844770314,203.89931409999917
1,13200,67.69652891691011,2.232046356700305,201.9969381999981
1,13400,67.92692767613963,2.243441963454712,201.9840955000036
1,13600,67.78837009780096,2.4321647301280103,201.21855179999693
1,13800,70.59964764889271,2.160469593233417,200.9834101000015
1,14000,69.32946816144434,2.282179316697783,199.2736603000012
1,14200,68.77302752732399,2.1263674138125115,198.0981621999963
1,14400,68.07964688769643,2.45054766725758,202.88265740000497
1,14600,68.43419116176989,2.014883111228593,203.2170302999948
1,14800,67.79674425956853,1.9777838015513527,198.8199511000057
