avg_max_milestone_mean,avg_max_milestone_hw,avg_aulc,avg_aulc_hw,avg_elapsed_time,avg_elapsed_time_hw,superlative_mean,superlative_hw
70.99046918728406,0.6778029704847044,1339294.165636467,14912.791712833054,19568.77649353333,328.8672422765546,72.39825485118295,1.3787183541981105
