avg_max_milestone_mean,avg_max_milestone_hw,avg_aulc,avg_aulc_hw,avg_elapsed_time,avg_elapsed_time_hw,superlative_mean,superlative_hw
71.97657442372143,1.897971921496107,1346386.2731650553,21688.199039672538,20641.1700963,361.0278028079779,73.69550693073003,1.4789533172461522
