avg_max_milestone_mean,avg_max_milestone_hw,avg_aulc,avg_aulc_hw,avg_elapsed_time,avg_elapsed_time_hw,superlative_mean,superlative_hw
70.66118631008645,1.2640438064390387,1340811.511711906,4451.763418361734,17580.1682445,556.0319120245459,72.48231461076446,1.5636496619782665
