milestone,avg_mean,avg_hw
0,53.391859945478494,1.7549965912295225
200,60.69469963539484,1.8414384064887255
400,62.57484723038518,1.9270319729125742
600,63.68229939333103,2.1303756456149037
800,63.15089256115374,1.9668455182314197
1000,62.594818892734736,1.8208044829409709
1200,63.62789414325986,1.8152322601198698
1400,63.69302944656932,2.031787419482163
1600,63.45893801100615,1.7527888920007175
1800,63.36422362755882,1.9301341817647504
2000,64.01922165325222,2.0545297073682893
2200,63.869950534779036,1.906818628553312
2400,64.27793799233962,1.9233989488379153
2600,63.41519889470597,1.929612423261928
2800,64.20051115390514,2.2050618732112905
3000,63.99399945196459,2.140951195559339
3200,64.98526723571763,2.109551718992375
3400,64.64411911229693,1.8029563576522378
3600,64.46969618737278,2.1928761930717626
3800,64.83556909187818,2.026771493550429
4000,65.86043090439681,2.030653851041827
4200,65.3927184583896,2.0595448069662665
4400,65.46978910500953,1.9901774096953133
4600,65.89977054688701,2.02721037323507
4800,65.78197641125452,2.223987372022689
5000,66.93008617876139,2.190783509875661
5200,66.8412637171529,2.1936449588369764
5400,66.11377232432686,2.1957212127698167
5600,66.3001116659923,2.3075801252810995
5800,66.24755036621575,2.2405168876912547
6000,66.40739851492005,2.0994458350736913
6200,67.0629911019655,2.1683366992621966
6400,66.92600117709647,2.1803221805348065
6600,66.03007811326006,2.31153989058836
6800,67.01252113730699,2.3955318417140496
7000,67.22551637413947,2.2752600652660866
7200,68.2095522247991,2.419716682042949
7400,66.98069716867181,2.357752245207276
7600,66.86332783546386,2.344890896076301
7800,67.36755041791889,2.214106780302559
8000,66.86258628525768,2.376104769299092
8200,68.92452147705264,2.2609252922707874
8400,67.28336375136342,2.2264234380649555
8600,66.67134911656032,2.1384197622982857
8800,67.45734443316827,2.168300988548975
9000,68.21868182175601,2.3015003716373683
9200,66.94732133275153,2.686081168309959
9400,67.05071332344217,2.178111603938678
9600,67.65421698207426,2.2242775482627555
9800,67.63535576710883,2.21483671627171
10000,69.12127842626857,2.3994184030037657
10200,66.98540988433912,2.1791853008261426
10400,68.23762158073835,2.2868689461408005
10600,67.96633010344071,2.3969398570264517
10800,67.66454872081566,2.1891551765145847
11000,68.2209571004013,2.338981089182464
11200,68.34213585241788,2.382408467477804
11400,68.97995007053369,2.186128915172484
11600,68.73268777873729,2.292775607503773
11800,67.76707610409237,2.2537110231859416
12000,68.1840704060014,2.2136641770498193
12200,68.89029314205082,2.2614885233023014
12400,68.9711901785566,2.3000874669174687
12600,68.48899680490125,2.359278699146845
12800,69.28205949982721,2.4026677486063672
13000,68.42492228328634,2.324012792501336
13200,68.21751746122646,2.1911388594578427
13400,68.5776753947798,2.3857087382084017
13600,68.37780706976469,2.212750844028013
13800,68.64753130203498,2.259244787429702
14000,68.50553686289784,2.4390895571892197
14200,68.24200102331888,2.2379355845469977
14400,68.31230918494963,2.1894846084554587
14600,68.04452791156918,2.1685806975814406
14800,68.73904182787919,2.321767834639957
15000,69.47517578844614,2.336698454729833
15200,69.57635105985375,2.321059468824207
15400,69.73448165172452,2.4290927661413444
15600,68.91651356773083,2.4984923814932127
15800,69.38979535951178,2.2953522130494735
16000,67.8212348611441,2.1260699388016673
16200,68.36805451542746,2.2889463340702627
16400,67.86147125641675,2.1484369791812723
16600,68.75820623061084,2.287667637942928
16800,68.50152562963108,2.2250115847251206
17000,68.14244323429716,2.2642792704247348
17200,68.56390825989551,2.0872614809292447
17400,68.89335433977787,2.458012944985398
17600,68.54709941109861,2.344354824928605
17800,68.33830130460838,2.252259623516808
18000,69.19902990170182,2.3375579614348925
18200,68.91299829135293,2.3627443275536186
18400,68.33143743143181,2.381718785689167
18600,68.7083879513366,2.258151639108071
18800,68.2692489969286,2.3564767997267206
19000,68.41418071173933,2.0768583180151685
19200,69.25486609146031,2.4398453392624018
19400,68.99042305892738,2.3491993452808315
19600,69.92429928879415,2.5515754576087493
19800,67.30370250141027,2.2776153602384976
20000,68.1199792652681,2.291415950591142
