milestone,avg_mean,avg_hw
0,42.71543943396449,1.6125485921797216
200,60.301909834170345,1.7669138262157489
400,62.6335576889513,1.7648736860103236
600,61.39645854314798,1.708639205913932
800,62.920864535022424,1.7916141994089656
1000,63.4342795640276,1.9616088242034033
1200,63.184129520842475,1.8973884584186294
1400,63.15130767129049,1.7391203375545619
1600,63.360322681222925,1.8327541646036078
1800,63.54182769049348,2.0117323688116895
2000,64.39432580858683,1.727236750851893
2200,63.793088037478526,1.8749425569949933
2400,64.91469752820754,2.0350204575275725
2600,62.97361451501183,1.897847330721986
2800,63.628398058205796,1.9038702281864988
3000,65.88361216443485,2.025527387977959
3200,66.26525165184229,1.9792657651346885
3400,65.97075950671179,2.290303342302117
3600,65.59791999297842,2.091990799147024
3800,65.81277873917406,2.1219625948548226
4000,64.94691669498765,2.1257803676552083
4200,66.2972549817374,2.031749993493541
4400,66.28219830945496,2.225938979869166
4600,66.56522268012492,1.9520418858506616
4800,65.80911525669318,2.2594256347842463
5000,66.00094467819495,2.0438905107568184
5200,67.60756441388163,2.07186377982328
5400,66.60210403359561,2.347564733779819
5600,66.9522132280951,2.258774606188816
5800,67.8014689686621,2.21955058581038
6000,67.08848019111637,2.1958332972901435
6200,66.70166318381456,2.0963071255430923
6400,67.81410485180473,2.119385307205297
6600,67.74140526194402,2.247444048228242
6800,68.09486581944746,2.259995703018578
7000,67.80954829305544,2.267457844012406
7200,66.50244671591076,2.3264565061145652
7400,67.21307533620876,2.0878934033185947
7600,68.65740735290758,2.3466129758837044
7800,66.92252733842629,2.18406354492781
8000,67.60697207290613,2.4035235184689956
8200,68.51938307984942,2.4544125233972696
8400,67.3407348360622,2.1312587864632797
8600,67.3654510823817,2.2272212448609015
8800,67.6924147661175,2.2353565288791764
9000,66.4622014871325,2.2658075558019757
9200,68.4984929913476,2.220923426749619
9400,67.6165756208302,2.272923621129228
9600,67.9858919616809,2.183257865370432
9800,67.51932287636289,2.3754799306081473
10000,68.31781945593202,2.151907141609559
10200,68.53369064799723,2.389095314036124
10400,67.69571090749189,2.236329783061736
10600,67.59751016861706,2.1575500619677723
10800,68.05930679432548,2.470206482214261
11000,67.85446022567054,2.3257084580848777
11200,67.41802453204811,2.3562718529376414
11400,67.01996531749641,2.2972901305027746
11600,68.14536458905677,2.4413924570772507
11800,68.98405030523674,2.3416468961015338
12000,70.15510878018905,2.373441647603931
12200,68.0661272610959,2.4093539898168097
12400,69.71604890886648,2.3983232311425664
12600,68.86636480976829,2.7389842385957244
12800,68.88912656849827,2.4303170052789236
13000,70.06761235677087,2.3956698733073796
13200,68.98629851681495,2.2645715065977448
13400,69.51244285367254,2.4442961968806305
13600,68.69754734933487,2.198699601459577
13800,69.99131104319012,2.156567786877362
14000,69.71843954845298,2.4152170570727853
14200,69.4121084986437,2.344870142724698
14400,68.98825432090713,2.2363645517672786
14600,69.48705404519319,2.4122610126007706
14800,69.91658699201294,2.186014969301532
15000,69.20798795607165,2.488237719599273
15200,70.31726360431715,2.2885863092417824
15400,69.34533846721219,2.3571242161799115
15600,69.7302241866172,2.4257396045200004
15800,69.92641634736181,2.3160121474183524
16000,68.89150000770128,2.2714685067410123
16200,70.21016185701451,2.255942511012165
16400,69.80471145900744,2.3309478693497367
16600,69.34412249088452,2.4197107642199054
16800,69.62246342352631,2.206738415228592
17000,69.87939613449849,2.153267271455153
17200,70.15574439134575,2.1722340316680793
17400,71.25325623651922,2.22657893646045
17600,70.15543805706547,2.499688739067105
17800,68.98645257428477,2.4460495879968485
18000,69.55939121673806,2.420249925963438
18200,69.46407875899808,2.405362058719781
18400,69.33840354097504,2.32525917102102
18600,69.65817513699074,2.1790887498550644
18800,69.03121550599398,2.273329392106272
19000,68.68675150547448,2.2145063484548824
19200,69.26289621091477,2.291291414774254
19400,67.98411524532783,2.380669741158288
19600,69.1244135160779,2.243742653927598
19800,69.47858117630027,2.4727827204152546
20000,67.70534033092335,2.5035579363660325
