algo_rep,milestone,mean,hw,elapsed_time
0,0,6.631248013810729,1.1561497248513135,0.8930893999999512
0,200,59.15533885699336,1.6944327367926741,173.29713400000003
0,400,63.403549558273,2.1296821805654407,203.12995120000005
0,600,62.360255382768194,1.7981148919496541,194.1759042
0,800,62.10689981588321,1.7231533065796212,194.64265739999996
0,1000,64.04628988994946,1.9043910635008992,192.78225509999993
0,1200,63.133058948552666,1.962026845890868,190.2979788
0,1400,63.394954778263326,1.519705135856968,186.49404649999997
0,1600,63.013457786354,1.8527263914155705,188.59542080000006
0,1800,63.254129749496535,1.9566824687310767,185.403139
0,2000,64.47136572286077,1.8881688779843373,184.37425540000004
0,2200,64.23861345550354,1.7494282166811552,185.8089104999999
0,2400,64.98575300065279,2.0627592035339077,185.89512400000012
0,2600,63.32596895225729,1.8024391506306137,186.85807109999996
0,2800,62.52852867828014,1.722380312822157,187.8042102999998
0,3000,65.14086698020071,2.1582451386502832,189.8566452
0,3200,66.28440949297816,2.0231623727971146,188.4370355000001
0,3400,66.26724164386044,2.1275795427972817,191.52512190000016
0,3600,66.84743082416324,2.0374074076249027,190.7152658
0,3800,64.16304950504924,2.060382268891668,198.42781419999983
0,4000,63.55138619160039,2.094344804265676,196.82351229999995
0,4200,65.21117199277094,1.982775394085981,197.1687722000006
0,4400,67.45792256723854,2.3275793722157085,199.94823449999967
0,4600,66.62315200689628,1.7260173448262326,194.69017759999952
0,4800,66.25685209420037,2.051089739138539,200.61329530000057
0,5000,66.85411704622737,2.4056781071052136,197.65345809999963
0,5200,66.41521859130894,1.9523442058855973,197.77304580000055
0,5400,66.35728005190255,2.4317320897288566,198.47831059999953
0,5600,68.91722261164287,2.32251873819171,199.73721509999996
0,5800,68.06192868689935,2.3925221562074115,199.05684250000013
0,6000,65.72365245510078,1.9948958519287854,201.21255800000017
0,6200,66.2822280475357,2.4734104913048194,204.18626769999992
0,6400,67.64658058253599,2.250020635587234,211.09020899999996
0,6600,69.15318774494247,2.1425051730334217,206.49160010000014
0,6800,66.77184559380538,1.967057054976954,205.50601670000015
0,7000,66.62415797991335,2.0873959106373525,204.00971029999982
0,7200,64.77645573752531,2.3915596203533203,205.28730480000013
0,7400,67.45649605895879,2.1192754371790885,206.12385929999982
0,7600,69.67239020526202,2.2237863563747404,201.88271480000003
0,7800,67.42255874630652,2.099685173506114,203.53299289999995
0,8000,67.05230736517137,2.190807277215958,205.6117647000001
0,8200,68.29395250663885,2.469523664274385,206.53432799999973
0,8400,65.89401360256194,2.010097988208952,203.1583781999998
0,8600,68.06656237953985,2.38955069240051,203.45891810000103
0,8800,66.46178592645303,2.1610176835109343,204.2354082999991
0,9000,65.77105244708483,2.4317076012414787,204.67210259999956
0,9200,66.98604731161825,2.1741390973476564,204.8022090000013
0,9400,67.01037433814544,2.1807231213923797,207.31967359999908
0,9600,69.73548677675538,2.2176472882502174,203.9531468999994
