avg_max_milestone_mean,avg_max_milestone_hw,avg_aulc,avg_aulc_hw,avg_elapsed_time,avg_elapsed_time_hw,superlative_mean,superlative_hw
72.55089538870276,1.932114883774972,1348580.4591566965,29124.56150160844,20886.768735433336,584.5302215464803,74.28741713310033,1.2933501618733458
