avg_max_milestone_mean,avg_max_milestone_hw,avg_aulc,avg_aulc_hw,avg_elapsed_time,avg_elapsed_time_hw,superlative_mean,superlative_hw
71.27615070350402,0.7170460122021879,1343343.6359945217,15036.862424500194,18283.6102074,503.40876853081073,72.93041824217754,1.3024693091142387
