milestone,avg_mean,avg_hw
0,57.45024786064075,2.0049587663083286
200,60.00782428277461,1.8755808587653782
400,61.84541383565075,1.8999625842015906
600,61.641993518032486,1.7834572710064949
800,62.14859331828197,1.8355006329933719
1000,62.62816907386209,1.9307852406400114
1200,62.96568511858254,1.9614161014841471
1400,63.41780811040146,1.9642002229048952
1600,63.32354627468618,1.8797766503334223
1800,63.84919961037127,1.9751064152507876
2000,63.35120520504548,1.9280072098435934
2200,64.14439426622317,2.025301594558805
2400,64.26352252924119,1.9123446047991308
2600,64.11457754548302,1.891914658161352
2800,64.84037555083825,1.985256729118556
3000,64.5950224170479,2.016783089842118
3200,64.64628889551754,2.095724440273886
3400,64.58699033215727,2.0289487149413197
3600,65.21380958360206,2.0908052613544004
3800,64.73727958199895,2.2101664418710643
4000,65.48686052661293,2.187857758229866
4200,65.21498998251441,1.8601342694613008
4400,65.40920659749604,2.086525005415534
4600,67.94860882333414,2.370154415023005
4800,66.16472638125127,2.223942289302863
5000,66.25955940973022,2.2720173447941647
5200,65.65723725374276,2.1520069707944423
5400,66.7916002869249,2.449331290574664
5600,67.7390725760953,2.3002601200983412
5800,66.8245815499244,2.1870658661054807
6000,67.09576516120873,2.2514966855863143
6200,66.95525405454947,2.270965284849224
6400,65.82015918186015,2.1745992203030506
6600,67.32351679150285,2.371737015537683
6800,67.63454423582216,2.2314302642025035
7000,66.83301657766594,2.5216053841657557
7200,66.46776700386143,2.2196702401770625
7400,67.33884477258333,2.201046353632734
7600,67.3991358645263,2.1399496155956332
7800,66.93691235259034,2.2382377311619397
8000,66.40783557467061,2.1041462109236524
8200,67.36119748361712,2.2003608521160944
8400,67.33399395508674,2.1179187044019003
8600,67.44201465924787,2.3947597738547786
8800,68.97728726555154,2.3951383531062658
9000,66.8646398197531,2.3920309293249002
9200,67.00069815107001,2.08848677090632
9400,68.40698955340376,2.3504110499655315
9600,69.11644823497774,2.1419465681723158
9800,67.35005408342614,2.2178404272170096
10000,67.27133736678876,2.2795707143834556
10200,66.39582932130695,2.3347038923210204
10400,68.70860543958348,2.4793146419418037
10600,68.10605527832816,2.4821375016260703
10800,69.25760303512563,2.423279510443274
11000,67.96781628025643,2.2888361946492117
11200,68.17323100059652,2.387668058225909
11400,69.53503264926593,2.3394534240456015
11600,69.05646691725697,2.2974164330741123
11800,68.26741214765757,2.3148937131951755
12000,69.4609654200819,2.4683941563967564
12200,67.63639186293277,2.264152024037601
12400,68.62906181634291,2.3856189167732524
12600,67.66049594774886,2.2042928939383697
12800,69.01956750993722,2.311240058445987
13000,67.97858172831026,2.358462681605213
13200,68.67484500498806,2.3956205117776346
13400,68.98513435046468,2.2022170805288246
13600,68.50662027749296,2.4121486012480235
13800,68.78290742076685,2.3845964956565058
14000,70.05357555260748,2.3566453161567438
14200,68.89512567546687,2.2014676302421963
14400,68.85273006456998,2.3839256099266635
14600,68.85882628887391,2.2046214663746997
14800,69.42572433269729,2.47642046713217
15000,69.2529825454262,2.308121403606203
15200,69.43571206856421,2.5031955424915284
15400,68.12098651965414,2.354444830619649
15600,68.62613250942555,2.207668168786446
15800,69.09882927338838,2.306394823831677
16000,68.40352206971286,2.283498939632426
16200,69.95422316861632,2.257568740911433
16400,68.14473873781698,2.2333763576805516
16600,68.57505336439583,2.0791190066668785
16800,68.81771409109903,2.3934657634519136
17000,69.59560383643108,2.3739795946648106
17200,69.3328176776392,2.3007061813060026
17400,69.20208351717316,2.1085965545207617
17600,68.78746612085875,2.5077918464639786
17800,67.85807745558101,2.189056285576487
18000,68.84550240297152,2.540287670693784
18200,69.42811529310815,2.4859772777380194
18400,69.66845760054731,2.2303534443555715
18600,68.52657316209785,2.435342032446835
18800,69.28715128680822,2.3513948744489106
19000,69.37764199311707,2.2798857807740656
19200,68.78025257512775,2.2806559547741685
19400,68.31548713357496,2.333968201404959
19600,69.24849600638738,2.2243872303299104
19800,69.143876371824,2.1162208297546057
20000,68.2427987141824,2.15022080072246
