avg_max_milestone_mean,avg_max_milestone_hw,avg_aulc,avg_aulc_hw,avg_elapsed_time,avg_elapsed_time_hw,superlative_mean,superlative_hw
71.63485845420814,2.3637171502304093,1351524.2762104233,26075.484735307156,18376.2904898,626.6213647523972,74.21901305712039,1.5057575533401575
